# Latin key <TAB> Devanagari word - generated from ne-words.sqlite3.
# Sorted by UTF-8 byte order, which is what fst's SetBuilder requires.
# Regenerate with tools/mkwords.py; do not hand-edit.
DaDhelo	डढेलो
chhap	छाप
chhapaai	छपाइ
chhapaakhaana	छापाखाना
chhapaakhaanaa	छापाखाना
chhapaakhana	छापाखाना
chhapaakhanaa	छापाखाना
chhapai	छपाइ
chhapakhaana	छापाखाना
chhapakhaanaa	छापाखाना
chhapakhana	छापाखाना
chhapakhanaa	छापाखाना
chhapchh	छाप्छ
chhapda	छाप्दा
chhapdaa	छाप्दा
chhapdai	छाप्दै
chhape	छापे
chhapeko	छापेको
chhapne	छाप्ने
chhapnu	छाप्नु
chhapro	छाप्रो
chhapyo	छाप्यो
chharachhimek	छरछिमेक
chharito	छरितो
chharlang	छर्लङ्ग
chharla~Ng	छर्लङ्ग
chharn	छर्न
chharo	छारो
chhat	छत
chhat	छाँट
chhata	छटा
chhata	छाता
chhataa	छटा
chhataa	छाता
chhataachhull	छताछुल्ल
chhatachhull	छताछुल्ल
chhatapati	छटपटी
chhatapatii	छटपटी
chhati	छाती
chhatii	छाती
chhatr	छत्र
chhatr	छात्र
chhatra	छात्रा
chhatraa	छात्रा
chhatraavaas	छात्रावास
chhatraavas	छात्रावास
chhatrachhaatra	छात्रछात्रा
chhatrachhaatraa	छात्रछात्रा
chhatrachhatra	छात्रछात्रा
chhatrachhatraa	छात्रछात्रा
chhatravaas	छात्रावास
chhatravas	छात्रावास
chhatravritti	छात्रवृत्ति
chhattiis	छत्तीस
chhattis	छत्तीस
chhau	छाउ
chhauni	छाउनी
chhaunii	छाउनी
chhavi	छवि
chhaya	छाया
chhayaa	छाया
chhayaankan	छायाङ्कन
chhayankan	छायाङ्कन
chheu	छेउ
chheuchhaau	छेउछाउ
chheuchhau	छेउछाउ
chhi	छि
chhidr	छिद्र
chhimek	छिमेक
chhimeki	छिमेकी
chhimekii	छिमेकी
chhin	छिन
chhinnabhinn	छिन्नभिन्न
chhiyaachhiya	छियाछिया
chhiyaachhiyaa	छियाछिया
chhiyachhiya	छियाछिया
chhiyachhiyaa	छियाछिया
chhoTakarii	छोटकरी
chhoraabuhaari	छोराबुहारी
chhoraabuhaarii	छोराबुहारी
chhoraabuhari	छोराबुहारी
chhoraabuharii	छोराबुहारी
chhoraachhori	छोराछोरी
chhoraachhorii	छोराछोरी
chhorabuhaari	छोराबुहारी
chhorabuhaarii	छोराबुहारी
chhorabuhari	छोराबुहारी
chhorabuharii	छोराबुहारी
chhorachhori	छोराछोरी
chhorachhorii	छोराछोरी
chhori	छोरी
chhorii	छोरी
chhoro	छोरो
chhotakari	छोटकरी
chhotakarii	छोटकरी
chhuT	छुट
chhuTTai	छुट्टै
chhuTTii	छुट्टी
chhuTakaaraa	छुटकारा
chhura	छुरा
chhuraa	छुरा
chhuri	छुरी
chhurii	छुरी
chhut	छुट
chhutakaara	छुटकारा
chhutakaaraa	छुटकारा
chhutakara	छुटकारा
chhutakaraa	छुटकारा
chhuttai	छुट्टै
chhutti	छुट्टी
chhuttii	छुट्टी
chhuvaachhut	छुवाछुत
chhuvachhut	छुवाछुत
chhya	छ्या
chhyaa	छ्या
chiT	चिट
chiThii	चिठी
chiThiipatr	चिठीपत्र
chiTikk	चिटिक्क
chihaan	चिहान
chihan	चिहान
chiil	चील
chiin	चीन
chiitkaar	चीत्कार
chiitkar	चीत्कार
chikitsa	चिकित्सा
chikitsaa	चिकित्सा
chikitsak	चिकित्सक
chil	चील
chilim	चिलिम
chillo	चिल्लो
chimni	चिम्नी
chimnii	चिम्नी
chin	चीन
chinaari	चिनारी
chinaarii	चिनारी
chinajaan	चिनजान
chinajan	चिनजान
chinari	चिनारी
chinarii	चिनारी
chini	चिनी
chinii	चिनी
chino	चिनो
chinta	चिन्ता
chintaa	चिन्ता
chintaajanak	चिन्ताजनक
chintajanak	चिन्ताजनक
chintak	चिन्तक
chintan	चिन्तन
chintit	चिन्तित
chiplo	चिप्लो
chir	चिर
chiranjiivi	चिरञ्जीवी
chiranjiivii	चिरञ्जीवी
chiranjivi	चिरञ्जीवी
chiranjivii	चिरञ्जीवी
chiraphaar	चिरफार
chiraphar	चिरफार
chirasthaayi	चिरस्थायी
chirasthaayii	चिरस्थायी
chirasthayi	चिरस्थायी
chirasthayii	चिरस्थायी
chira~njiivii	चिरञ्जीवी
chit	चिट
chita	चिता
chitaa	चिता
chithi	चिठी
chithii	चिठी
chithiipatr	चिठीपत्र
chithipatr	चिठीपत्र
chitikk	चिटिक्क
chitkaar	चीत्कार
chitkar	चीत्कार
chitr	चित्र
chitraN	चित्रण
chitrakaar	चित्रकार
chitrakar	चित्रकार
chitran	चित्रण
chitrit	चित्रित
chitt	चित्त
chituva	चितुवा
chituvaa	चितुवा
chiudo	चिउँडो
chiura	चिउरा
chiuraa	चिउरा
chiu~Do	चिउँडो
chiya	चिया
chiyaa	चिया
choTapaTak	चोटपटक
choTi	चोटि
chok	चोक
chokTaa	चोक्टा
chokar	चोकर
chokho	चोखो
chokta	चोक्टा
choktaa	चोक्टा
chola	चोला
cholaa	चोला
chor	चोर
chori	चोरी
chorii	चोरी
chotapatak	चोटपटक
choti	चोटि
chuchuro	चुचुरो
chuhaavaT	चुहावट
chuhaavat	चुहावट
chuhavat	चुहावट
chukta	चुक्ता
chuktaa	चुक्ता
chulTho	चुल्ठो
chuli	चुली
chulii	चुली
chulo	चुलो
chultho	चुल्ठो
chumban	चुम्बन
chunaavi	चुनावी
chunaavii	चुनावी
chunauti	चुनौती
chunautii	चुनौती
chunautiipurn	चुनौतीपूर्ण
chunautiipuurN	चुनौतीपूर्ण
chunautiipuurn	चुनौतीपूर्ण
chunautipurn	चुनौतीपूर्ण
chunautipuurn	चुनौतीपूर्ण
chunavi	चुनावी
chunavii	चुनावी
chup	चुप
chupachaap	चुपचाप
chupachap	चुपचाप
chupi	चुपी
chupii	चुपी
chur	चूर
chura	चुरा
churaa	चुरा
churo	चुरो
churoT	चुरोट
churot	चुरोट
chust	चुस्त
chuur	चूर
chyaampiyan	च्याम्पियन
chyaanal	च्यानल
chyaau	च्याउ
chyampiyan	च्याम्पियन
chyanal	च्यानल
chyau	च्याउ
dRRiDh	दृढ
dRRiDhataa	दृढता
dRRiShTaant	दृष्टान्त
dRRiShTi	दृष्टि
dRRiShTigat	दृष्टिगत
dRRiShTigochar	दृष्टिगोचर
dRRiShTikoN	दृष्टिकोण
dRRiShTivihiin	दृष्टिविहीन
dRRishy	दृश्य
dRRishyaavalokan	दृश्यावलोकन
daND	दण्ड
daNDit	दण्डित
daabi	दाबी
daabii	दाबी
daadaakaada	डाँडाकाँडा
daadaakaadaa	डाँडाकाँडा
daadaakada	डाँडाकाँडा
daadaakadaa	डाँडाकाँडा
daadakaada	डाँडाकाँडा
daadakaadaa	डाँडाकाँडा
daadakada	डाँडाकाँडा
daadakadaa	डाँडाकाँडा
daado	डाँडो
daadura	दादुरा
daaduraa	दादुरा
daag	दाग
daah	डाह
daahasaMskaar	दाहसंस्कार
daahasanskaar	दाहसंस्कार
daahasanskar	दाहसंस्कार
daahine	दाहिने
daahra	दाह्रा
daahraa	दाह्रा
daahri	दाह्री
daahrii	दाह्री
daai	दाइ
daajo	दाँजो
daaju	दाजु
daajubhaai	दाजुभाइ
daajubhai	दाजुभाइ
daakhil	दाखिल
daakhila	दाखिला
daakhilaa	दाखिला
daaktar	डाक्टर
daaktari	डाक्टरी
daaktarii	डाक्टरी
daal	दाल
daalabhaat	दालभात
daalabhat	दालभात
daam	दाम
daamlo	दाम्लो
daampaty	दाम्पत्य
daan	दान
daana	दाना
daanaa	दाना
daanav	दानव
daarshanik	दार्शनिक
daas	दास
daasi	दासी
daasii	दासी
daat	दाँत
daatRRi	दातृ
daatRRiraaShTr	दातृराष्ट्र
daatRRisaMsthaa	दातृसंस्था
daata	दाता
daataa	दाता
daath	डाँठ
daatri	दातृ
daatriraashtr	दातृराष्ट्र
daatrirashtr	दातृराष्ट्र
daatrisanstha	दातृसंस्था
daatrisansthaa	दातृसंस्था
daau	दाउ
daaupech	दाउपेच
daaura	दाउरा
daauraa	दाउरा
daaure	दाउरे
daava	दावा
daavaa	दावा
daaya	दायाँ
daayaa	दायाँ
daayaabaaya	दायाँबायाँ
daayaabaayaa	दायाँबायाँ
daayaabaya	दायाँबायाँ
daayaabayaa	दायाँबायाँ
daayaa~	दायाँ
daayaa~baayaa~	दायाँबायाँ
daayabaaya	दायाँबायाँ
daayabaayaa	दायाँबायाँ
daayabaya	दायाँबायाँ
daayabayaa	दायाँबायाँ
daayar	दायर
daayara	दायरा
daayaraa	दायरा
daayari	डायरी
daayarii	डायरी
daayitv	दायित्व
daayitvabodh	दायित्वबोध
daa~jo	दाँजो
daa~t	दाँत
dabaab	दबाब
dabab	दबाब
dabadaba	दबदबा
dabadabaa	दबदबा
dabal	डबल
dabali	डबली
dabalii	डबली
dabi	दाबी
dabii	दाबी
dadaakaada	डाँडाकाँडा
dadaakaadaa	डाँडाकाँडा
dadaakada	डाँडाकाँडा
dadaakadaa	डाँडाकाँडा
dadakaada	डाँडाकाँडा
dadakaadaa	डाँडाकाँडा
dadakada	डाँडाकाँडा
dadakadaa	डाँडाकाँडा
dadhelo	डढेलो
dado	डाँडो
dadura	दादुरा
daduraa	दादुरा
dag	दाग
dah	डाह
dah	दह
dahasanskaar	दाहसंस्कार
dahasanskar	दाहसंस्कार
dahi	दही
dahii	दही
dahine	दाहिने
dahra	दाह्रा
dahraa	दाह्रा
dahri	दाह्री
dahrii	दाह्री
dahro	दह्रो
dai	दाइ
dailo	दैलो
dainik	दैनिक
daity	दैत्य
daiv	दैव
daivi	दैवी
daivii	दैवी
dajo	दाँजो
daju	दाजु
dajubhaai	दाजुभाइ
dajubhai	दाजुभाइ
dakSh	दक्ष
dakShataa	दक्षता
dakShiN	दक्षिण
dakShiNapanthii	दक्षिणपन्थी
dakShiNii	दक्षिणी
dakaiti	डकैती
dakaitii	डकैती
dakhal	दखल
dakhil	दाखिल
dakhila	दाखिला
dakhilaa	दाखिला
daksh	दक्ष
dakshata	दक्षता
dakshataa	दक्षता
dakshin	दक्षिण
dakshinapanthi	दक्षिणपन्थी
dakshinapanthii	दक्षिणपन्थी
dakshini	दक्षिणी
dakshinii	दक्षिणी
daktar	डाक्टर
daktari	डाक्टरी
daktarii	डाक्टरी
dakumentri	डकुमेन्ट्री
dakumentrii	डकुमेन्ट्री
dal	दल
dal	दाल
dalaal	दलाल
dalaali	दलाली
dalaalii	दलाली
dalaan	दलान
dalabhaat	दालभात
dalabhat	दालभात
daladal	दलदल
dalagat	दलगत
dalal	दलाल
dalali	दलाली
dalalii	दलाली
dalan	दलान
daliiy	दलीय
dalin	दलिन
dalit	दलित
daliy	दलीय
dallo	डल्लो
dam	दम
dam	दाम
damaaiiM	दमाईं
damaaiin	दमाईं
damaain	दमाईं
damaiin	दमाईं
damain	दमाईं
damakal	दमकल
daman	दमन
dambh	दम्भ
damit	दमित
damlo	दाम्लो
damm	डम्म
dampati	दम्पती
dampatii	दम्पती
dampaty	दाम्पत्य
damphu	डम्फु
dan	दान
dana	दाना
danaa	दाना
danav	दानव
dand	दण्ड
dandi	डण्डी
dandii	डण्डी
dandit	दण्डित
dang	दङ्ग
danga	दङ्गा
dangaa	दङ्गा
dant	दन्त
dantyakatha	दन्त्यकथा
dantyakathaa	दन्त्यकथा
danuvaar	दनुवार
danuvar	दनुवार
dapha	दफा
daphaa	दफा
dar	डर
dar	दर
daraae	डराए
daraaeko	डराएको
daraai	दराई
daraaii	दराई
daraaj	दराज
daraauchh	डराउँछ
daraaudai	डराउँदै
daraaune	डराउने
daraaunu	डराउनु
daraayo	डरायो
darabaar	दरबार
darabaariya	दरबारिया
darabaariyaa	दरबारिया
darabandi	दरबन्दी
darabandii	दरबन्दी
darabar	दरबार
darabariya	दरबारिया
darabariyaa	दरबारिया
darae	डराए
daraeko	डराएको
darai	दराई
daraii	दराई
daraj	दराज
darakhaast	दरखास्त
darakhast	दरखास्त
darauchh	डराउँछ
daraudai	डराउँदै
daraune	डराउने
daraunu	डराउनु
darayo	डरायो
dardanaak	दर्दनाक
dardanak	दर्दनाक
daridr	दरिद्र
daridrata	दरिद्रता
daridrataa	दरिद्रता
darilo	दरिलो
darja	दर्जा
darjaa	दर्जा
